section	source_file	source_sha256	freeze_id	stage	artifact_class	manuscript_placement	claim_ids	storage	path	size_bytes	sha256	evidence_commit	immutable_status	notes
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0017	Stage10I	report_or_provenance	main_or_governance	NA	local_git_worktree	audit/stage10i/recompute/CORE_FIGURE_RECOMPUTED.png	45198	d04b690c29c0e18b6d7f2e86bc2e4a7333947dc41caa3f2bea10071dbcd821e5	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0018	Stage10I	tabular_result_or_audit	main_or_governance	NA	local_git_worktree	audit/stage10i/recompute/CORE_FIGURE_SOURCE_RECOMPUTE.tsv	667	8f1b25e1d62917b5553438ab2c2c4537985e532eb2da2ff001b278ecc108979c	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0019	Stage10I	tabular_result_or_audit	main_or_governance	NA	local_git_worktree	audit/stage10i/recompute/GSE161277_ALL_MODULES_RECOMPUTE.tsv	1199	941afd511c00c968c05d508444730099a2343e1073b5dd6178493c8c8d5a983e	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0020	Stage10I	tabular_result_or_audit	main_or_governance	NA	local_git_worktree	audit/stage10i/recompute/GSE161277_M02_RECOMPUTE.tsv	316	69f01e0980cbd9b1ab0ea4197b7d0724fb998bad925c721aeaf3d36c23c39322	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0021	Stage10I	report_or_provenance	main_or_governance	NA	local_git_worktree	audit/stage10i/recompute/RECOMPUTE.SUCCESS	213	759adf78614b27c0a6e32032b51be9aa76e958f669c809a09fb9673e5e746462	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0022	Stage10I	tabular_result_or_audit	main_or_governance	NA	local_git_worktree	audit/stage10i/recompute/STAGE10C_FAP_ALL_MODULES_RECOMPUTE.tsv	2810	747f9843a68e053321058f04f87131bec4ff98d6ae19f54f890a0fc6ed60b23a	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0023	Stage10I	tabular_result_or_audit	main_or_governance	NA	local_git_worktree	audit/stage10i/recompute/STAGE10C_FAP_M02_RECOMPUTE.tsv	608	3c389659e54581d700704e3cd80dd793064dcbc8ca1ae5fe839a67d79f92756d	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0024	Stage10I	tabular_result_or_audit	supplement_or_limit	NA	local_git_worktree	audit/stage10i/recompute/STAGE10E_DESC_CASE4_RECOMPUTE.tsv	257	d4fe6ec6d07cdfd9c715d6e174797a9981d39aa73d584e2d81920fa685ddf54b	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0025	Stage10I	tabular_result_or_audit	main_or_governance	NA	local_git_worktree	audit/stage10i/recompute/STAGE10H_EVIDENCE_MATRIX_RECOMPUTE.tsv	364	4a29b3599786e5c7aa6aad7247e1ebd6646114fa52f1b1c25d76e84fba131424	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0026	Stage10I	tabular_result_or_audit	main_or_governance	NA	local_git_worktree	audit/stage10i/recompute/STAGE10I_NUMERIC_RECOMPUTE_RAW.tsv	1593	a190b8875fc643b18c865f5a2b442091b23cd489a6d999df94cc291c95f5b2fd	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0027	Stage10I	environment	reproducibility	NA	local_git_worktree	audit/stage10i/recompute/STAGE10I_RECOMPUTE_SESSIONINFO.txt	991	5de402f5c71ab382f3b1c9906ad98af1f8b847c78901622bf034bae060d3322b	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0028	Stage10I	report_or_provenance	main_or_governance	NA	local_git_worktree	audit/stage10i/recompute/STAGE10I_RECOMPUTE_SHA256.txt	1502	1cdc29d26f21a1b7e777291b2ad792831e144a3cb4ba5d0955787f3ec82d00d7	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0029	Stage10I	tabular_result_or_audit	main_or_governance	NA	local_git_worktree	audit/stage10i/recompute/STAGE6A_PRIMARY_RECOMPUTE.tsv	601	e0c908da9aed3ca0896d308b335acb16c3269640e2edc7202e44f5282fa55af0	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0030	Stage10I	tabular_result_or_audit	main_or_governance	NA	local_git_worktree	audit/stage10i/recompute/STAGE8B_META_ALL_MODULES_RECOMPUTE.tsv	1821	3e42465964a811e315d90193d90b1180aa4ed876f845707f722c9f20b22c9f44	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0031	Stage10I	tabular_result_or_audit	main_or_governance	NA	local_git_worktree	audit/stage10i/recompute/STAGE8B_META_M02_RECOMPUTE.tsv	424	81a4566b78d2c59b637bbb98f02f6b4f781bbb6d338c78140576e4a195ff4fcd	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0032	Project	parameter_file	reproducibility	NA	local_git_worktree	config/.gitkeep	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0033	Stage6A	parameter_file	reproducibility	NA	local_git_worktree	config/06A_amendment_parameters.tsv	1254	e5b3815819146f8008e6479fdb7302a871205b5a8483059a3b27740b530a23b7	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0034	Stage6A	parameter_file	reproducibility	NA	local_git_worktree	config/06A_pseudobulk_parameters.tsv	1766	51940f98e16a3ecf47a2956f2c98e3279ff600ee881ba37f6d684b5fc328467a	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0035	Stage6B	parameter_file	reproducibility	NA	local_git_worktree	config/06B_regulatory_parameters.tsv	3389	9a100dfee398ba14216ce5b2f1988d38cbb190d921bb1c43341980c55f70c236	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0036	Stage7	parameter_file	reproducibility	NA	local_git_worktree	config/07_replication_parameters.tsv	2357	41d1438e45903a9a7f15a4260432362104325601856932c957d9caf10048784d	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0037	Stage8A	parameter_file	reproducibility	NA	local_git_worktree	config/08A_bulk_preprocessing_parameters.tsv	641	1884006bbe44e79d3e6883619d2b8ce025fc3a9edbf4d7d1464a45bfd56bae05	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0038	Stage8B	parameter_file	reproducibility	NA	local_git_worktree	config/08B_bulk_validation_parameters.tsv	1067	b7e02d7d269cbf2389c88dafad9d36d5fc9f233b6ef0f843c33e8a541d3b2346	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0039	Stage10C	parameter_file	reproducibility	NA	local_git_worktree	config/10C_fap_confounding_parameters.tsv	1580	1103d4c120801f21e6def748d325f91fa8abeffcd1ad09e48b7d7a42fdad066e	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0040	Project	parameter_file	reproducibility	NA	local_git_worktree	config/annotation_parameters.tsv	5044	d9ca62f579d6f5f8645fe7323e28eed92248dc4f91282b189287f345ab7d1981	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0041	Project	parameter_file	reproducibility	NA	local_git_worktree	config/epithelial_cluster_annotation.tsv	4995	c2303c58a7f95db0fb817dd26b42b6e800508c081bd61b63477fdf8f5709b2b5	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0042	Project	parameter_file	reproducibility	NA	local_git_worktree	config/major_cluster_annotation.tsv	2756	c446852ec78942d4128f11fd15e2c134d0a58080631d437e012516f5ca96ccba	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0043	Project	parameter_file	reproducibility	NA	local_git_worktree	config/qc_parameters.tsv	4215	adad82582b864f165974a82172e1f8196e6eb07adc11849c348f5d6d76373559	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0044	Project	parameter_file	reproducibility	NA	local_git_worktree	config/stage10B_download_sources.tsv	4707	750069d838c7550d7bd0e522ceca2cff1933fd6d7b127ac36da394208f790b09	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0045	Stage10D	parameter_file	reproducibility	NA	local_git_worktree	config/stage10d_tech_parameters.tsv	3866	187bdcf8a1a0851a2a1dca93c04b2d1d7f4e9ad73f810b7c72018021d056a9b2	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0046	Stage10E	parameter_file	reproducibility	NA	local_git_worktree	config/stage10e_desc_parameters.tsv	1099	d0bd142468af0358fcbfe32965a6049056480d2e7fffda74ce60a51f0241515f	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0047	Stage10E	parameter_file	reproducibility	NA	local_git_worktree	config/stage10e_parameters.tsv	1624	6d49f647a6a88e61611b4c58a0c01049b1b1cb37a9cf425e267bbc86bbc7ea87	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0048	Stage10E	parameter_file	reproducibility	NA	local_git_worktree	config/stage10e_r_parameters.tsv	1134	97b147c62cba222ce1b1ff1b4b13f0694651bd60c805092075af4e661ee02b70	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0049	Stage10E	parameter_file	reproducibility	NA	local_git_worktree	config/stage10e_r_registration_inputs.tsv	2259	8dc2a67726ce8d0dd4e250676b81f06dbed33295d43bb8b61922ed2679d2d4ce	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
